order_id,customer_id,city,states,region,segment,category,subcategory,product_id,product_name,sales,profit,returned
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Office Supplies,Labels,OFF-LA-10003077,Avery 500,43.86,20.6142,Yes
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Technology,Phones,TEC-PH-10003505,Geemarc AmpliPOWER60,148.48,16.704,Yes
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Office Supplies,Paper,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",7.42,3.71,Yes
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Furniture,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",71.992,-0.8999,Yes
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Office Supplies,Art,OFF-AR-10003514,4009 Highlighters by Sanford,19.9,6.567,Yes
CA-2017-123491,JK-15205,San Francisco,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,510.636,Yes
US-2016-131149,LH-17155,Dallas,Texas,Central,Consumer,Office Supplies,Storage,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,-33.804,Yes
US-2016-131149,LH-17155,Dallas,Texas,Central,Consumer,Office Supplies,Art,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,17.352,Yes
CA-2015-130785,AG-10900,San Diego,California,West,Consumer,Furniture,Bookcases,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,-4.8392,Yes
CA-2015-130785,AG-10900,San Diego,California,West,Consumer,Office Supplies,Binders,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",28.752,9.7038,Yes
CA-2015-130785,AG-10900,San Diego,California,West,Consumer,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,-20.6964,Yes
CA-2014-103373,BS-11755,Cleveland,Ohio,East,Consumer,Technology,Phones,TEC-PH-10002885,Apple iPhone 5,779.796,-168.9558,Yes
CA-2017-142888,BP-11230,Spokane,Washington,West,Consumer,Furniture,Tables,FUR-TA-10004767,Safco Drafting Table,70.98,20.5842,Yes
CA-2017-144064,CP-12085,Quincy,Illinois,Central,Corporate,Office Supplies,Labels,OFF-LA-10004544,Avery 505,47.36,17.76,Yes
CA-2017-144064,CP-12085,Quincy,Illinois,Central,Corporate,Office Supplies,Storage,OFF-ST-10004507,Advantus Rolling Storage Box,27.44,2.401,Yes
CA-2017-144064,CP-12085,Quincy,Illinois,Central,Corporate,Office Supplies,Binders,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,3.24,-5.184,Yes
CA-2014-148950,JD-16015,Chicago,Illinois,Central,Consumer,Office Supplies,Binders,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,-8.6768,Yes
CA-2014-148950,JD-16015,Chicago,Illinois,Central,Consumer,Office Supplies,Fasteners,OFF-FA-10003059,Assorted Color Push Pins,2.896,0.4706,Yes
CA-2014-148950,JD-16015,Chicago,Illinois,Central,Consumer,Technology,Accessories,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,35.016,-2.1885,Yes
CA-2014-164721,LW-16825,Brentwood,California,West,Corporate,Office Supplies,Appliances,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,93.0552,Yes
CA-2014-164721,LW-16825,Brentwood,California,West,Corporate,Furniture,Furnishings,FUR-FU-10001940,Staple-based wall hangings,23.88,10.5072,Yes
CA-2014-164721,LW-16825,Brentwood,California,West,Corporate,Office Supplies,Paper,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,12.3096,Yes
CA-2015-155761,SC-20800,Houston,Texas,Central,Consumer,Technology,Accessories,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,35.9964,Yes
CA-2015-155761,SC-20800,Houston,Texas,Central,Consumer,Office Supplies,Storage,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,4.6344,Yes
CA-2015-119214,CW-11905,Bozeman,Montana,West,Home Office,Office Supplies,Paper,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,13.9392,Yes
CA-2015-119214,CW-11905,Bozeman,Montana,West,Home Office,Office Supplies,Labels,OFF-LA-10003077,Avery 500,14.62,6.8714,Yes
CA-2017-122504,DB-13270,Brentwood,California,West,Home Office,Technology,Accessories,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,13.7931,Yes
CA-2017-122504,DB-13270,Brentwood,California,West,Home Office,Technology,Phones,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,66.6351,Yes
CA-2017-166142,MM-17260,Wilmington,Delaware,East,Consumer,Office Supplies,Binders,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,26.55,13.0095,Yes
CA-2017-166142,MM-17260,Wilmington,Delaware,East,Consumer,Furniture,Tables,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,310.443,-48.7839,Yes
CA-2017-124401,RD-19900,Portland,Oregon,West,Consumer,Office Supplies,Storage,OFF-ST-10000649,Hanging Personal Folder File,37.68,2.355,Yes
CA-2017-124401,RD-19900,Portland,Oregon,West,Consumer,Technology,Accessories,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,279.944,80.4839,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Paper,OFF-PA-10000157,Xerox 191,19.98,9.3906,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Binders,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,398.352,124.485,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Art,OFF-AR-10004272,Newell 308,5.04,1.26,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Fasteners,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,17.45,8.027,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Furniture,Chairs,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",323.136,20.196,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Supplies,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,8.019,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Technology,Phones,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,1295.84,145.782,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Office Supplies,Storage,OFF-ST-10003638,Mobile Personal File Cube,46.84,12.6468,Yes
CA-2015-164882,SG-20080,Redlands,California,West,Consumer,Furniture,Bookcases,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,425.833,20.0392,Yes
US-2016-152051,TS-21160,York,Pennsylvania,East,Corporate,Furniture,Chairs,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,-18.0882,Yes
US-2016-152051,TS-21160,York,Pennsylvania,East,Corporate,Office Supplies,Binders,OFF-BI-10004781,GBC Wire Binding Strips,38.088,-27.9312,Yes
US-2016-152051,TS-21160,York,Pennsylvania,East,Corporate,Office Supplies,Storage,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,-50.8704,Yes
CA-2016-136483,AG-10390,Knoxville,Tennessee,South,Consumer,Office Supplies,Art,OFF-AR-10000940,Newell 343,4.704,0.4116,Yes
CA-2017-103380,BF-11005,Pasadena,California,West,Home Office,Office Supplies,Storage,OFF-ST-10003442,Eldon Portable Mobile Manager,56.56,15.2712,Yes
CA-2017-103380,BF-11005,Pasadena,California,West,Home Office,Office Supplies,Art,OFF-AR-10003856,Newell 344,5.56,1.4456,Yes
CA-2017-103380,BF-11005,Pasadena,California,West,Home Office,Office Supplies,Fasteners,OFF-FA-10004248,Advantus T-Pin Paper Clips,9.02,3.5178,Yes
CA-2017-103380,BF-11005,Pasadena,California,West,Home Office,Office Supplies,Appliances,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,2.2412,Yes
CA-2017-103380,BF-11005,Pasadena,California,West,Home Office,Technology,Phones,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,659.976,49.4982,Yes
CA-2015-116092,JM-16195,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10004285,Xerox 1959,13.36,6.4128,Yes
CA-2015-116092,JM-16195,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,13.0375,Yes
CA-2015-116092,JM-16195,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000546,Avery Durable Binders,11.52,4.176,Yes
CA-2015-116092,JM-16195,Los Angeles,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,157.0176,Yes
CA-2015-116092,JM-16195,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10000477,Xerox 22,19.44,9.3312,Yes
CA-2015-149342,TS-21160,Columbus,Georgia,South,Corporate,Technology,Phones,TEC-PH-10001557,Pyle PMP37LED,287.97,77.7519,Yes
CA-2015-149342,TS-21160,Columbus,Georgia,South,Corporate,Furniture,Furnishings,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,297.69,Yes
CA-2015-149342,TS-21160,Columbus,Georgia,South,Corporate,Office Supplies,Paper,OFF-PA-10001166,Xerox 2,12.96,6.2208,Yes
CA-2017-165491,HW-14935,Seattle,Washington,West,Corporate,Technology,Accessories,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,63.8232,Yes
CA-2017-140053,CA-12265,Farmington,New Mexico,West,Consumer,Furniture,Furnishings,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,114.6285,Yes
CA-2017-131618,LS-17200,Skokie,Illinois,Central,Corporate,Office Supplies,Paper,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,4.4312,Yes
CA-2017-131618,LS-17200,Skokie,Illinois,Central,Corporate,Office Supplies,Binders,OFF-BI-10000546,Avery Durable Binders,2.304,-3.5712,Yes
CA-2017-131618,LS-17200,Skokie,Illinois,Central,Corporate,Office Supplies,Binders,OFF-BI-10001294,Fellowes Binding Cases,9.36,-16.38,Yes
CA-2015-143238,LO-17170,La Quinta,California,West,Corporate,Technology,Accessories,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,18.0648,Yes
US-2015-128090,JM-15865,Phoenix,Arizona,West,Consumer,Office Supplies,Art,OFF-AR-10002255,Newell 346,2.304,0.2592,Yes
US-2015-128090,JM-15865,Phoenix,Arizona,West,Consumer,Technology,Phones,TEC-PH-10002624,Samsung Galaxy S4 Mini,1879.96,211.4955,Yes
US-2015-128090,JM-15865,Phoenix,Arizona,West,Consumer,Office Supplies,Paper,OFF-PA-10001878,Xerox 1891,313.024,105.6456,Yes
US-2015-128090,JM-15865,Phoenix,Arizona,West,Consumer,Office Supplies,Labels,OFF-LA-10000452,Avery 488,5.04,1.764,Yes
CA-2017-145128,SM-20320,Lafayette,Indiana,Central,Home Office,Furniture,Furnishings,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,31.587,Yes
CA-2014-164861,MC-17635,Saint Louis,Missouri,Central,Corporate,Office Supplies,Paper,OFF-PA-10001972,Xerox 214,25.92,12.4416,Yes
CA-2014-126403,RR-19525,Lowell,Massachusetts,East,Corporate,Office Supplies,Paper,OFF-PA-10001144,Xerox 1913,166.44,79.8912,Yes
CA-2014-126403,RR-19525,Lowell,Massachusetts,East,Corporate,Furniture,Chairs,FUR-CH-10003761,Global Italian Leather Office Chair,785.88,212.1876,Yes
CA-2014-126403,RR-19525,Lowell,Massachusetts,East,Corporate,Office Supplies,Paper,OFF-PA-10004665,Advantus Motivational Note Cards,26.2,12.838,Yes
CA-2014-126403,RR-19525,Lowell,Massachusetts,East,Corporate,Office Supplies,Storage,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,1325.85,238.653,Yes
CA-2017-137085,CT-11995,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000632,Satellite Sectional Post Binders,312.552,101.5794,Yes
CA-2015-153220,YC-21895,Los Angeles,California,West,Corporate,Office Supplies,Paper,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",15.7,7.065,Yes
CA-2017-112865,BH-11710,Philadelphia,Pennsylvania,East,Consumer,Technology,Accessories,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,36.048,-0.9012,Yes
CA-2017-138163,XP-21865,Everett,Massachusetts,East,Consumer,Office Supplies,Art,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,14.2632,Yes
US-2017-103828,JK-15370,San Francisco,California,West,Consumer,Office Supplies,Storage,OFF-ST-10001325,Sterilite Officeware Hinged File Box,31.44,8.4888,Yes
US-2017-103828,JK-15370,San Francisco,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10004249,Staple holder,83.79,22.6233,Yes
US-2017-103828,JK-15370,San Francisco,California,West,Consumer,Office Supplies,Art,OFF-AR-10000588,Newell 345,59.52,15.4752,Yes
US-2017-103828,JK-15370,San Francisco,California,West,Consumer,Office Supplies,Supplies,OFF-SU-10000946,Staple remover,31.92,9.2568,Yes
CA-2015-168564,TT-21220,San Francisco,California,West,Consumer,Office Supplies,Binders,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2.2302,Yes
CA-2015-168564,TT-21220,San Francisco,California,West,Consumer,Office Supplies,Binders,OFF-BI-10002557,Presstex Flexible Ring Binders,7.28,2.73,Yes
CA-2015-168564,TT-21220,San Francisco,California,West,Consumer,Furniture,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,144.784,10.8588,Yes
CA-2017-169859,MP-18175,San Diego,California,West,Home Office,Furniture,Furnishings,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,11.025,Yes
CA-2017-169859,MP-18175,San Diego,California,West,Home Office,Office Supplies,Binders,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,22.736,Yes
CA-2017-169859,MP-18175,San Diego,California,West,Home Office,Office Supplies,Envelopes,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,20.539,Yes
CA-2017-137428,AY-10555,Oceanside,California,West,Corporate,Furniture,Chairs,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",81.568,9.1764,Yes
CA-2017-137428,AY-10555,Oceanside,California,West,Corporate,Furniture,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",97.184,6.074,Yes
CA-2017-137428,AY-10555,Oceanside,California,West,Corporate,Office Supplies,Binders,OFF-BI-10002949,Prestige Round Ring Binders,24.32,8.208,Yes
CA-2017-137428,AY-10555,Oceanside,California,West,Corporate,Furniture,Furnishings,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,7.584,Yes
CA-2016-139269,JB-16045,Columbus,Georgia,South,Home Office,Furniture,Furnishings,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,24.96,6.24,Yes
CA-2016-139269,JB-16045,Columbus,Georgia,South,Home Office,Office Supplies,Paper,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,9.2928,Yes
CA-2016-139269,JB-16045,Columbus,Georgia,South,Home Office,Office Supplies,Storage,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,152.118,Yes
CA-2015-123568,SC-20095,West Jordan,Utah,West,Consumer,Office Supplies,Fasteners,OFF-FA-10002701,Alliance Rubber Bands,5.04,0.2016,Yes
CA-2015-123568,SC-20095,West Jordan,Utah,West,Consumer,Office Supplies,Paper,OFF-PA-10001125,Xerox 1988,92.94,41.823,Yes
CA-2015-123568,SC-20095,West Jordan,Utah,West,Consumer,Furniture,Furnishings,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",66.69,22.0077,Yes
CA-2015-123568,SC-20095,West Jordan,Utah,West,Consumer,Office Supplies,Binders,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,28.65,Yes
CA-2015-168480,DM-12955,Lincoln Park,Michigan,Central,Corporate,Furniture,Bookcases,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,31.0912,Yes
CA-2015-168480,DM-12955,Lincoln Park,Michigan,Central,Corporate,Office Supplies,Art,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371,Yes
US-2016-114293,JH-16180,Gresham,Oregon,West,Consumer,Furniture,Chairs,FUR-CH-10003833,Novimex Fabric Task Chair,195.136,-12.196,Yes
CA-2017-131492,HH-15010,San Francisco,California,West,Corporate,Office Supplies,Envelopes,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,8.96,4.3008,Yes
CA-2017-131492,HH-15010,San Francisco,California,West,Corporate,Office Supplies,Labels,OFF-LA-10001641,Avery 518,31.5,15.12,Yes
CA-2017-131492,HH-15010,San Francisco,California,West,Corporate,Furniture,Furnishings,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",30.56,10.3904,Yes
CA-2017-131492,HH-15010,San Francisco,California,West,Corporate,Furniture,Tables,FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,24.368,-3.3506,Yes
CA-2016-112123,BH-11710,Newark,Delaware,East,Consumer,Office Supplies,Binders,OFF-BI-10001071,GBC ProClick Punch Binding System,447.86,219.4514,Yes
CA-2016-112123,BH-11710,Newark,Delaware,East,Consumer,Technology,Phones,TEC-PH-10001557,Pyle PMP37LED,479.95,129.5865,Yes
CA-2016-112123,BH-11710,Newark,Delaware,East,Consumer,Office Supplies,Paper,OFF-PA-10001977,Xerox 194,166.44,79.8912,Yes
CA-2017-135692,CV-12805,Fort Worth,Texas,Central,Corporate,Office Supplies,Labels,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,11.592,Yes
CA-2017-135692,CV-12805,Fort Worth,Texas,Central,Corporate,Furniture,Bookcases,FUR-BO-10002268,Sauder Barrister Bookcases,220.2656,-42.1096,Yes
CA-2017-131828,CS-11845,Seattle,Washington,West,Corporate,Furniture,Chairs,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",963.136,108.3528,Yes
CA-2017-131828,CS-11845,Seattle,Washington,West,Corporate,Technology,Phones,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,7.7679,Yes
CA-2014-123498,TC-20980,Houston,Texas,Central,Corporate,Office Supplies,Binders,OFF-BI-10000632,Satellite Sectional Post Binders,26.046,-44.2782,Yes
CA-2014-123498,TC-20980,Houston,Texas,Central,Corporate,Office Supplies,Envelopes,OFF-EN-10004773,Staple envelope,74.352,26.9526,Yes
US-2015-137008,JP-15460,Lakewood,New Jersey,East,Corporate,Office Supplies,Paper,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,94.85,45.528,Yes
US-2015-137008,JP-15460,Lakewood,New Jersey,East,Corporate,Office Supplies,Envelopes,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,51.12,23.004,Yes
US-2015-137008,JP-15460,Lakewood,New Jersey,East,Corporate,Technology,Accessories,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,32.4,Yes
CA-2014-143840,EH-14185,Decatur,Alabama,South,Consumer,Technology,Phones,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,135.98,33.995,Yes
CA-2014-143840,EH-14185,Decatur,Alabama,South,Consumer,Technology,Phones,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,44.95,12.586,Yes
CA-2015-157770,RD-19585,Temecula,California,West,Consumer,Technology,Phones,TEC-PH-10001530,Plantronics Voyager Pro Legend,494.376,49.4376,Yes
CA-2015-157770,RD-19585,Temecula,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",29.2,9.855,Yes
CA-2015-157770,RD-19585,Temecula,California,West,Consumer,Technology,Accessories,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,248.85,27.3735,Yes
CA-2015-157770,RD-19585,Temecula,California,West,Consumer,Technology,Accessories,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,15.2208,Yes
US-2015-110569,EB-13870,Phoenix,Arizona,West,Consumer,Office Supplies,Binders,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,19.194,-12.796,Yes
US-2015-110569,EB-13870,Phoenix,Arizona,West,Consumer,Office Supplies,Appliances,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,121.792,13.7016,Yes
CA-2017-136308,MW-18235,San Francisco,California,West,Corporate,Technology,Machines,TEC-MA-10000488,Bady BDG101FRU Card Printer,1919.976,215.9973,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Office Supplies,Art,OFF-AR-10000203,Newell 336,17.12,4.9648,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Technology,Phones,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,37.7972,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Furniture,Furnishings,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,129.92,10.3936,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Furniture,Tables,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,568.728,28.4364,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Office Supplies,Binders,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,42.4647,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,203.52,54.9504,Yes
US-2017-109253,PR-18880,Oakland,California,West,Consumer,Office Supplies,Labels,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,24.84,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Office Supplies,Paper,OFF-PA-10000675,Xerox 1919,122.97,60.2553,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Furniture,Tables,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,20.967,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Technology,Phones,TEC-PH-10000011,PureGear Roll-On Screen Protector,59.97,28.7856,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Office Supplies,Paper,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,36.693,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Office Supplies,Fasteners,OFF-FA-10000735,Staples,11.68,5.256,Yes
CA-2016-145982,TB-21055,Quincy,Massachusetts,East,Consumer,Office Supplies,Binders,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,13.92,Yes
CA-2017-142867,PO-19180,Houston,Texas,Central,Home Office,Office Supplies,Binders,OFF-BI-10003166,GBC Plasticlear Binding Covers,13.776,-22.0416,Yes
CA-2017-142867,PO-19180,Houston,Texas,Central,Home Office,Office Supplies,Paper,OFF-PA-10004610,Xerox 1900,10.272,3.21,Yes
CA-2016-134803,CL-12565,Los Angeles,California,West,Consumer,Office Supplies,Appliances,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,78.672,Yes
CA-2016-134803,CL-12565,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10003790,Xerox 1991,182.72,84.0512,Yes
CA-2016-134803,CL-12565,Los Angeles,California,West,Consumer,Technology,Accessories,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,131.6,7.896,Yes
CA-2016-134803,CL-12565,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",22.72,7.384,Yes
CA-2016-134803,CL-12565,Los Angeles,California,West,Consumer,Technology,Machines,TEC-MA-10001972,Okidata C331dn Printer,558.4,41.88,Yes
CA-2014-124688,CC-12610,Springfield,Virginia,South,Corporate,Technology,Phones,TEC-PH-10000455,GE 30522EE2,579.95,168.1855,Yes
CA-2014-124688,CC-12610,Springfield,Virginia,South,Corporate,Furniture,Furnishings,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",29.12,12.5216,Yes
CA-2014-124688,CC-12610,Springfield,Virginia,South,Corporate,Furniture,Tables,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,1202.94,300.735,Yes
CA-2016-130680,BD-11320,San Diego,California,West,Consumer,Technology,Phones,TEC-PH-10004833,Macally Suction Cup Mount,38.24,-9.56,Yes
CA-2017-118542,CC-12550,Los Angeles,California,West,Consumer,Office Supplies,Paper,OFF-PA-10004735,Xerox 1905,45.36,21.7728,Yes
CA-2017-118542,CC-12550,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",10.128,3.6714,Yes
CA-2017-158729,AC-10450,Lafayette,Louisiana,South,Consumer,Office Supplies,Supplies,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,1665.62,33.3124,Yes
CA-2017-141929,RA-19285,Los Angeles,California,West,Consumer,Office Supplies,Binders,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,487.984,152.495,Yes
CA-2017-141929,RA-19285,Los Angeles,California,West,Consumer,Technology,Phones,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1.7375,Yes
CA-2017-141929,RA-19285,Los Angeles,California,West,Consumer,Office Supplies,Storage,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,65.355,Yes
CA-2015-156440,MH-17620,San Diego,California,West,Corporate,Furniture,Furnishings,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",44.46,14.6718,Yes
CA-2017-113670,RS-19765,Los Angeles,California,West,Corporate,Furniture,Tables,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,510.24,6.378,Yes
CA-2017-113670,RS-19765,Los Angeles,California,West,Corporate,Office Supplies,Paper,OFF-PA-10000675,Xerox 1919,204.95,100.4255,Yes
CA-2017-168193,RM-19750,New York City,New York,East,Consumer,Office Supplies,Paper,OFF-PA-10002254,Xerox 1883,26.38,12.1348,Yes
CA-2017-168193,RM-19750,New York City,New York,East,Consumer,Furniture,Furnishings,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,16.5531,Yes
CA-2017-161956,DR-12880,Inglewood,California,West,Corporate,Furniture,Furnishings,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,99.23,Yes
