Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode
2556,CA-2015-111458,2015-09-26,2015-09-30,Standard Class
2557,US-2016-126844,2016-10-08,2016-10-14,Standard Class
2558,US-2015-112508,2015-03-24,2015-03-30,Standard Class
2559,CA-2015-147788,2015-05-31,2015-06-04,Standard Class
2560,CA-2015-147788,2015-05-31,2015-06-04,Standard Class
2561,CA-2015-147788,2015-05-31,2015-06-04,Standard Class
2562,CA-2015-144288,2015-12-25,2015-12-31,Standard Class
2563,CA-2015-144288,2015-12-25,2015-12-31,Standard Class
2564,CA-2015-110632,2015-03-17,2015-03-22,Second Class
2565,CA-2015-110632,2015-03-17,2015-03-22,Second Class
2566,CA-2017-109589,2017-12-21,2017-12-24,First Class
2567,CA-2017-123967,2017-11-01,2017-11-03,Second Class
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class
2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day
2571,CA-2017-134404,2017-12-27,2017-12-27,Same Day
2572,CA-2017-109778,2017-07-16,2017-07-21,Standard Class
2573,CA-2016-155845,2016-08-12,2016-08-15,Second Class
2574,CA-2017-145128,2017-07-09,2017-07-14,Standard Class
2575,CA-2014-129091,2014-11-22,2014-11-27,Standard Class
2576,CA-2014-129091,2014-11-22,2014-11-27,Standard Class
2577,CA-2014-129091,2014-11-22,2014-11-27,Standard Class
2578,CA-2014-129091,2014-11-22,2014-11-27,Standard Class
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2580,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2581,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2582,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2583,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2584,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2585,US-2014-155502,2014-01-26,2014-01-31,Standard Class
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class
2587,CA-2017-131695,2017-06-30,2017-07-06,Standard Class
2588,CA-2017-131695,2017-06-30,2017-07-06,Standard Class
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class
2591,US-2016-115455,2016-09-08,2016-09-14,Standard Class
2592,US-2016-115455,2016-09-08,2016-09-14,Standard Class
2593,CA-2017-128300,2017-11-24,2017-11-26,Second Class
2594,CA-2017-128300,2017-11-24,2017-11-26,Second Class
2595,CA-2017-149048,2017-05-13,2017-05-17,Standard Class
2596,CA-2017-149048,2017-05-13,2017-05-17,Standard Class
2597,CA-2017-149048,2017-05-13,2017-05-17,Standard Class
2598,CA-2017-149048,2017-05-13,2017-05-17,Standard Class
2599,CA-2017-149048,2017-05-13,2017-05-17,Standard Class
2600,CA-2017-108553,2017-04-23,2017-04-29,Standard Class
2601,CA-2017-108553,2017-04-23,2017-04-29,Standard Class
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day
2606,CA-2014-112718,2014-12-16,2014-12-21,Standard Class
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class
2608,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2609,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2611,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2612,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2613,CA-2014-127446,2014-11-25,2014-11-30,Standard Class
2614,CA-2016-137204,2016-04-28,2016-05-05,Standard Class
2615,CA-2014-147298,2014-04-26,2014-05-03,Standard Class
2616,CA-2014-147298,2014-04-26,2014-05-03,Standard Class
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class
2619,CA-2017-115931,2017-12-22,2017-12-26,Standard Class
2620,CA-2017-115931,2017-12-22,2017-12-26,Standard Class
2621,CA-2017-115931,2017-12-22,2017-12-26,Standard Class
2622,CA-2017-115931,2017-12-22,2017-12-26,Standard Class
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class
2624,CA-2017-127180,2017-10-22,2017-10-24,First Class
2625,CA-2017-127180,2017-10-22,2017-10-24,First Class
2626,CA-2017-127180,2017-10-22,2017-10-24,First Class
2627,CA-2017-127180,2017-10-22,2017-10-24,First Class
2628,US-2017-165344,2017-11-13,2017-11-15,First Class
2629,US-2017-165344,2017-11-13,2017-11-15,First Class
2630,US-2017-165344,2017-11-13,2017-11-15,First Class
2631,CA-2015-168186,2015-09-10,2015-09-15,Standard Class
2632,US-2017-110604,2017-05-15,2017-05-20,Standard Class
2633,US-2017-110604,2017-05-15,2017-05-20,Standard Class
2634,US-2017-110604,2017-05-15,2017-05-20,Standard Class
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class
2637,CA-2015-162369,2015-08-15,2015-08-19,Standard Class
2638,CA-2017-108441,2017-06-12,2017-06-18,Standard Class
2639,CA-2017-108441,2017-06-12,2017-06-18,Standard Class
2640,CA-2017-108441,2017-06-12,2017-06-18,Standard Class
2641,CA-2017-108441,2017-06-12,2017-06-18,Standard Class
2642,CA-2015-169740,2015-02-20,2015-02-25,Standard Class
2643,CA-2016-124051,2016-12-29,2016-12-30,First Class
2644,CA-2016-149111,2016-04-17,2016-04-21,Second Class
2645,CA-2016-149111,2016-04-17,2016-04-21,Second Class
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class
2651,US-2016-146794,2016-09-26,2016-10-01,Standard Class
2652,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2653,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2654,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2655,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2656,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2657,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2658,CA-2017-112515,2017-09-17,2017-09-21,Second Class
2659,CA-2016-150343,2016-08-16,2016-08-20,Standard Class
2660,CA-2015-135538,2015-12-24,2015-12-28,Standard Class
2661,CA-2017-123372,2017-11-28,2017-12-02,Standard Class
2662,CA-2017-123372,2017-11-28,2017-12-02,Standard Class
2663,CA-2017-159604,2017-04-14,2017-04-15,First Class
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day
2669,US-2015-139759,2015-08-25,2015-08-30,Standard Class
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day
2676,CA-2017-132185,2017-11-27,2017-12-02,Standard Class
2677,CA-2017-132185,2017-11-27,2017-12-02,Standard Class
2678,US-2014-160780,2014-06-21,2014-06-21,Same Day
2679,US-2014-160780,2014-06-21,2014-06-21,Same Day
2680,CA-2017-127026,2017-01-21,2017-01-27,Standard Class
2681,CA-2017-127026,2017-01-21,2017-01-27,Standard Class
2682,CA-2017-127026,2017-01-21,2017-01-27,Standard Class
2683,CA-2017-127026,2017-01-21,2017-01-27,Standard Class
2684,CA-2017-127026,2017-01-21,2017-01-27,Standard Class
2685,CA-2017-137085,2017-06-29,2017-07-06,Standard Class
2686,CA-2016-133123,2016-09-06,2016-09-11,Standard Class
2687,CA-2016-133123,2016-09-06,2016-09-11,Standard Class
2688,US-2016-128195,2016-08-04,2016-08-05,First Class
2689,CA-2015-153220,2015-11-12,2015-11-14,First Class
2690,CA-2014-123064,2014-06-30,2014-07-02,First Class
2691,CA-2017-156412,2017-12-04,2017-12-08,Standard Class
2692,US-2016-144211,2016-08-28,2016-09-02,Standard Class
2693,US-2016-144211,2016-08-28,2016-09-02,Standard Class
2694,CA-2016-138079,2016-01-22,2016-01-28,Standard Class
2695,CA-2014-143182,2014-10-15,2014-10-20,Standard Class
2696,CA-2016-161662,2016-02-07,2016-02-09,First Class
2697,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2698,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2699,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2700,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2701,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2702,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2703,CA-2014-145317,2014-03-18,2014-03-23,Standard Class
2704,CA-2014-143413,2014-05-24,2014-05-30,Standard Class
2705,CA-2017-156818,2017-07-11,2017-07-13,Second Class
2706,CA-2017-155873,2017-06-16,2017-06-21,Standard Class
2707,CA-2017-155873,2017-06-16,2017-06-21,Standard Class
2708,CA-2017-155873,2017-06-16,2017-06-21,Standard Class
2709,CA-2015-121797,2015-01-30,2015-02-06,Standard Class
2710,CA-2015-121797,2015-01-30,2015-02-06,Standard Class
2711,US-2015-120572,2015-12-11,2015-12-15,Standard Class
2712,CA-2017-132430,2017-10-09,2017-10-11,First Class
2713,CA-2017-146031,2017-07-29,2017-08-01,Second Class
2714,CA-2014-110100,2014-04-25,2014-04-29,Standard Class
2715,CA-2015-103723,2015-12-01,2015-12-06,Standard Class
2716,CA-2014-127187,2014-12-04,2014-12-08,Standard Class
2717,CA-2017-128475,2017-08-26,2017-09-01,Standard Class
2718,CA-2014-100006,2014-09-07,2014-09-13,Standard Class
2719,CA-2017-144827,2017-12-21,2017-12-27,Standard Class
2720,CA-2014-110030,2014-12-06,2014-12-08,Second Class
2721,CA-2014-121286,2014-11-04,2014-11-08,Second Class
2722,CA-2014-121286,2014-11-04,2014-11-08,Second Class
2723,CA-2016-164735,2016-04-14,2016-04-19,Second Class
2724,CA-2014-153479,2014-10-04,2014-10-08,Standard Class
2725,CA-2014-153479,2014-10-04,2014-10-08,Standard Class
2726,CA-2017-149888,2017-11-07,2017-11-13,Standard Class
2727,CA-2017-149888,2017-11-07,2017-11-13,Standard Class
2728,CA-2017-119193,2017-12-22,2017-12-24,First Class
2729,CA-2017-119193,2017-12-22,2017-12-24,First Class
2730,CA-2017-104801,2017-02-13,2017-02-19,Standard Class
2731,CA-2017-104801,2017-02-13,2017-02-19,Standard Class
2732,CA-2017-104801,2017-02-13,2017-02-19,Standard Class
2733,CA-2014-107594,2014-07-02,2014-07-06,Standard Class
2734,CA-2014-107594,2014-07-02,2014-07-06,Standard Class
2735,CA-2015-129770,2015-02-21,2015-02-23,Second Class
2736,CA-2015-115798,2015-11-13,2015-11-19,Standard Class
2737,CA-2015-115798,2015-11-13,2015-11-19,Standard Class
2738,CA-2015-115798,2015-11-13,2015-11-19,Standard Class
2739,CA-2015-115798,2015-11-13,2015-11-19,Standard Class
2740,CA-2017-122707,2017-04-16,2017-04-18,First Class
2741,CA-2017-122707,2017-04-16,2017-04-18,First Class
2742,CA-2016-165015,2016-02-25,2016-02-27,Second Class
2743,CA-2014-149244,2014-11-04,2014-11-08,Standard Class
2744,CA-2015-140144,2015-06-20,2015-06-25,Second Class
2745,CA-2015-140144,2015-06-20,2015-06-25,Second Class
2746,CA-2017-163321,2017-08-07,2017-08-11,Second Class
2747,CA-2014-155887,2014-05-12,2014-05-17,Standard Class
2748,US-2015-165449,2015-11-22,2015-11-26,Standard Class
2749,CA-2015-110247,2015-12-04,2015-12-08,Standard Class
2750,US-2014-141257,2014-06-08,2014-06-14,Standard Class
2751,CA-2014-154669,2014-08-08,2014-08-11,Second Class
2752,CA-2014-158029,2014-05-26,2014-05-30,Standard Class
2753,CA-2015-155306,2015-04-17,2015-04-21,Standard Class
2754,CA-2015-155306,2015-04-17,2015-04-21,Standard Class
2755,CA-2015-155306,2015-04-17,2015-04-21,Standard Class
2756,CA-2015-155306,2015-04-17,2015-04-21,Standard Class
2757,CA-2015-155306,2015-04-17,2015-04-21,Standard Class
2758,CA-2016-127775,2016-06-11,2016-06-13,Second Class
2759,CA-2016-146171,2016-03-11,2016-03-15,Standard Class
2760,CA-2016-146171,2016-03-11,2016-03-15,Standard Class
2761,CA-2014-129574,2014-05-26,2014-05-29,First Class
2762,CA-2017-126536,2017-10-12,2017-10-14,First Class
2763,CA-2017-126536,2017-10-12,2017-10-14,First Class
2764,CA-2017-165757,2017-06-22,2017-06-28,Standard Class
2765,CA-2017-165757,2017-06-22,2017-06-28,Standard Class
2766,CA-2017-165757,2017-06-22,2017-06-28,Standard Class
2767,CA-2017-167752,2017-01-15,2017-01-18,First Class
2768,CA-2017-167752,2017-01-15,2017-01-18,First Class
2769,US-2015-122140,2015-04-02,2015-04-07,Standard Class
2770,US-2015-122140,2015-04-02,2015-04-07,Standard Class
2771,US-2015-122140,2015-04-02,2015-04-07,Standard Class
2772,CA-2016-163986,2016-09-03,2016-09-10,Standard Class
2773,CA-2017-158967,2017-12-10,2017-12-12,First Class
2774,CA-2016-131576,2016-11-22,2016-11-26,Standard Class
2775,CA-2017-143455,2017-11-11,2017-11-18,Standard Class
2776,CA-2016-144729,2016-10-21,2016-10-25,Standard Class
2777,CA-2015-127019,2015-12-21,2015-12-25,Standard Class
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class
2779,CA-2017-108322,2017-04-30,2017-05-05,Standard Class
2780,CA-2017-108322,2017-04-30,2017-05-05,Standard Class
2781,CA-2017-167668,2017-05-06,2017-05-08,First Class
2782,CA-2017-146724,2017-11-20,2017-11-27,Standard Class
2783,CA-2016-139878,2016-11-11,2016-11-16,Standard Class
2784,US-2016-106677,2016-11-05,2016-11-10,Standard Class
2785,CA-2016-116974,2016-10-09,2016-10-15,Standard Class
2786,CA-2015-149972,2015-09-21,2015-09-23,First Class
2787,CA-2015-149972,2015-09-21,2015-09-23,First Class
2788,US-2014-117744,2014-12-02,2014-12-06,Standard Class
2789,US-2014-117744,2014-12-02,2014-12-06,Standard Class
2790,US-2014-117744,2014-12-02,2014-12-06,Standard Class
2791,CA-2014-125514,2014-09-21,2014-09-22,First Class
2792,CA-2014-125514,2014-09-21,2014-09-22,First Class
2793,CA-2014-125514,2014-09-21,2014-09-22,First Class
2794,CA-2014-154599,2014-04-12,2014-04-17,Standard Class
2795,CA-2014-154599,2014-04-12,2014-04-17,Standard Class
2796,CA-2014-154599,2014-04-12,2014-04-17,Standard Class
2797,CA-2014-154599,2014-04-12,2014-04-17,Standard Class
2798,CA-2017-158743,2017-10-20,2017-10-27,Standard Class
2799,CA-2017-158743,2017-10-20,2017-10-27,Standard Class
2800,CA-2017-158743,2017-10-20,2017-10-27,Standard Class
2801,CA-2016-153318,2016-10-25,2016-10-28,First Class
2802,US-2015-110163,2015-11-01,2015-11-04,First Class
2803,CA-2017-143329,2017-11-03,2017-11-08,Standard Class
2804,CA-2015-159380,2015-05-12,2015-05-16,Standard Class
2805,CA-2015-159380,2015-05-12,2015-05-16,Standard Class
2806,CA-2015-122623,2015-09-07,2015-09-11,Standard Class
2807,CA-2015-148635,2015-07-25,2015-07-27,Second Class
2808,CA-2015-148635,2015-07-25,2015-07-27,Second Class
2809,CA-2015-148635,2015-07-25,2015-07-27,Second Class
2810,CA-2015-148635,2015-07-25,2015-07-27,Second Class
2811,CA-2015-135685,2015-11-16,2015-11-18,Second Class
2812,CA-2015-135685,2015-11-16,2015-11-18,Second Class
2813,CA-2015-135685,2015-11-16,2015-11-18,Second Class
2814,CA-2015-135685,2015-11-16,2015-11-18,Second Class
2815,CA-2015-135685,2015-11-16,2015-11-18,Second Class
2816,CA-2015-104626,2015-09-01,2015-09-08,Standard Class
2817,CA-2015-104626,2015-09-01,2015-09-08,Standard Class
2818,CA-2015-104626,2015-09-01,2015-09-08,Standard Class
2819,CA-2015-104626,2015-09-01,2015-09-08,Standard Class
2820,CA-2016-160500,2016-05-05,2016-05-08,First Class
2821,CA-2016-160500,2016-05-05,2016-05-08,First Class
2822,CA-2017-100202,2016-12-31,2017-01-05,Standard Class
2823,CA-2017-131016,2017-09-18,2017-09-20,First Class
2824,CA-2017-131016,2017-09-18,2017-09-20,First Class
2825,US-2014-112914,2014-09-25,2014-09-30,Standard Class
2826,US-2014-112914,2014-09-25,2014-09-30,Standard Class
2827,US-2014-112914,2014-09-25,2014-09-30,Standard Class
2828,US-2014-112914,2014-09-25,2014-09-30,Standard Class
2829,CA-2016-124149,2016-04-23,2016-04-26,First Class
2830,CA-2016-124149,2016-04-23,2016-04-26,First Class
2831,CA-2016-124149,2016-04-23,2016-04-26,First Class
2832,CA-2014-148915,2014-11-01,2014-11-05,Standard Class
2833,CA-2014-148915,2014-11-01,2014-11-05,Standard Class
2834,CA-2017-134649,2017-01-26,2017-01-31,Second Class
2835,CA-2017-134649,2017-01-26,2017-01-31,Second Class
2836,CA-2017-110842,2017-11-11,2017-11-16,Standard Class
2837,CA-2017-110842,2017-11-11,2017-11-16,Standard Class
2838,CA-2017-110842,2017-11-11,2017-11-16,Standard Class
2839,CA-2016-147368,2016-06-09,2016-06-12,First Class
2840,US-2015-104185,2015-09-03,2015-09-08,Second Class
2841,US-2014-125521,2014-03-14,2014-03-19,Standard Class
2842,US-2017-135062,2017-08-31,2017-09-04,Second Class
2843,CA-2017-135650,2017-03-23,2017-03-27,Standard Class
2844,CA-2017-112865,2017-05-18,2017-05-22,Standard Class
2845,US-2016-162852,2016-12-27,2016-12-31,Standard Class
2846,CA-2017-138163,2017-11-17,2017-11-20,First Class
2847,CA-2017-152093,2017-09-10,2017-09-15,Standard Class
2848,CA-2017-157854,2017-04-08,2017-04-15,Standard Class
2849,CA-2017-157854,2017-04-08,2017-04-15,Standard Class
2850,CA-2016-123617,2016-11-28,2016-12-03,Standard Class
2851,US-2016-128293,2016-06-02,2016-06-05,First Class
2852,CA-2017-107342,2017-12-17,2017-12-22,Standard Class
2853,CA-2016-136371,2016-03-19,2016-03-21,Second Class
2854,CA-2016-136371,2016-03-19,2016-03-21,Second Class
2855,CA-2017-137344,2017-08-20,2017-08-20,Same Day
2856,CA-2017-169810,2017-07-25,2017-07-31,Standard Class
2857,CA-2016-128594,2016-08-26,2016-08-29,First Class
2858,CA-2016-154690,2016-08-15,2016-08-17,Second Class
2859,CA-2017-138975,2017-05-19,2017-05-23,Standard Class
2860,CA-2017-138975,2017-05-19,2017-05-23,Standard Class
2861,CA-2017-138975,2017-05-19,2017-05-23,Standard Class
2862,CA-2017-138975,2017-05-19,2017-05-23,Standard Class
2863,CA-2017-106537,2017-08-12,2017-08-17,Standard Class
2864,US-2017-103828,2017-08-13,2017-08-13,Same Day
2865,US-2017-103828,2017-08-13,2017-08-13,Same Day
2866,US-2017-103828,2017-08-13,2017-08-13,Same Day
2867,US-2017-103828,2017-08-13,2017-08-13,Same Day
2868,CA-2016-115588,2016-11-10,2016-11-12,Second Class
2869,CA-2016-115588,2016-11-10,2016-11-12,Second Class
2870,CA-2017-143861,2017-06-12,2017-06-19,Standard Class
2871,CA-2014-148040,2014-03-22,2014-03-26,Standard Class
2872,CA-2014-148040,2014-03-22,2014-03-26,Standard Class
2873,CA-2017-135167,2017-06-15,2017-06-20,Standard Class
2874,CA-2017-137022,2017-11-16,2017-11-22,Standard Class
2875,US-2017-102638,2017-12-29,2017-12-31,First Class
2876,US-2016-167339,2016-01-21,2016-01-23,Second Class
2877,US-2016-167339,2016-01-21,2016-01-23,Second Class
2878,CA-2016-152072,2016-01-15,2016-01-19,Standard Class
2879,CA-2016-152072,2016-01-15,2016-01-19,Standard Class
2880,CA-2016-152072,2016-01-15,2016-01-19,Standard Class
2881,CA-2016-102932,2016-09-19,2016-09-23,Second Class
2882,CA-2016-102932,2016-09-19,2016-09-23,Second Class
2883,CA-2014-165540,2014-02-21,2014-02-25,Standard Class
2884,CA-2016-130799,2016-11-11,2016-11-16,Second Class
2885,CA-2016-164483,2016-01-30,2016-02-03,Standard Class
2886,US-2016-159856,2016-10-18,2016-10-22,Standard Class
2887,CA-2017-102099,2017-12-18,2017-12-19,First Class
2888,CA-2017-102099,2017-12-18,2017-12-19,First Class
2889,CA-2017-102099,2017-12-18,2017-12-19,First Class
2890,CA-2017-164049,2017-11-02,2017-11-06,Standard Class
2891,CA-2014-142727,2014-04-29,2014-05-01,Second Class
2892,CA-2014-142727,2014-04-29,2014-05-01,Second Class
2893,CA-2017-139913,2017-10-23,2017-10-29,Standard Class
2894,CA-2017-139913,2017-10-23,2017-10-29,Standard Class
2895,CA-2017-139913,2017-10-23,2017-10-29,Standard Class
2896,CA-2017-139913,2017-10-23,2017-10-29,Standard Class
2897,CA-2014-169033,2014-03-30,2014-04-03,Standard Class
2898,US-2016-164630,2016-01-04,2016-01-09,Standard Class
2899,US-2015-114839,2015-04-26,2015-04-30,Standard Class
2900,CA-2015-166464,2015-09-12,2015-09-17,Standard Class
2901,CA-2015-166464,2015-09-12,2015-09-17,Standard Class
2902,CA-2017-124898,2017-09-11,2017-09-15,Standard Class
2903,CA-2016-164035,2016-06-12,2016-06-17,Standard Class
2904,CA-2016-153577,2016-06-27,2016-07-01,Standard Class
2905,CA-2016-153577,2016-06-27,2016-07-01,Standard Class
2906,CA-2014-127586,2014-09-26,2014-09-30,Standard Class
2907,CA-2017-121615,2017-11-03,2017-11-09,Standard Class
2908,CA-2017-121615,2017-11-03,2017-11-09,Standard Class
2909,CA-2017-121615,2017-11-03,2017-11-09,Standard Class
2910,CA-2017-166415,2017-02-19,2017-02-23,Standard Class
2911,CA-2015-118444,2015-11-05,2015-11-09,Standard Class
2912,CA-2014-113929,2014-06-16,2014-06-21,Standard Class
2913,CA-2014-113929,2014-06-16,2014-06-21,Standard Class
2914,CA-2014-113929,2014-06-16,2014-06-21,Standard Class
2915,CA-2015-134747,2015-10-12,2015-10-17,Second Class
2916,CA-2015-134747,2015-10-12,2015-10-17,Second Class
2917,CA-2015-134747,2015-10-12,2015-10-17,Second Class
2918,CA-2017-155047,2017-08-27,2017-08-30,First Class
2919,CA-2016-160129,2016-11-23,2016-11-23,Same Day
2920,CA-2016-160129,2016-11-23,2016-11-23,Same Day
2921,CA-2016-160129,2016-11-23,2016-11-23,Same Day
2922,CA-2017-164329,2017-01-30,2017-01-30,Same Day
2923,US-2015-141453,2015-11-30,2015-12-03,Second Class
2924,CA-2014-156993,2014-06-28,2014-07-04,Standard Class
2925,CA-2014-157721,2014-09-02,2014-09-05,First Class
2926,CA-2014-157721,2014-09-02,2014-09-05,First Class
2927,CA-2017-128629,2017-07-10,2017-07-14,Second Class
2928,CA-2017-158106,2017-06-04,2017-06-10,Standard Class
2929,US-2017-120390,2017-10-19,2017-10-26,Standard Class
2930,CA-2017-143434,2017-11-18,2017-11-24,Standard Class
2931,CA-2015-168564,2015-08-08,2015-08-08,Same Day
2932,CA-2015-168564,2015-08-08,2015-08-08,Same Day
2933,CA-2015-168564,2015-08-08,2015-08-08,Same Day
2934,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2935,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2936,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2937,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2938,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2939,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2940,US-2016-169040,2016-12-06,2016-12-12,Standard Class
2941,CA-2017-155880,2017-03-25,2017-03-31,Standard Class
2942,CA-2017-155880,2017-03-25,2017-03-31,Standard Class
2943,CA-2017-155880,2017-03-25,2017-03-31,Standard Class
2944,CA-2017-126242,2017-11-19,2017-11-24,Standard Class
2945,CA-2017-126242,2017-11-19,2017-11-24,Standard Class
2946,CA-2016-166443,2016-11-04,2016-11-05,First Class
2947,CA-2017-169859,2017-12-14,2017-12-18,Standard Class
2948,CA-2017-169859,2017-12-14,2017-12-18,Standard Class
2949,CA-2017-169859,2017-12-14,2017-12-18,Standard Class
2950,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2951,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2952,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2953,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2954,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2955,CA-2017-134915,2017-11-12,2017-11-12,Same Day
2956,CA-2016-153353,2016-08-18,2016-08-24,Standard Class
2957,CA-2017-123638,2017-06-27,2017-07-04,Standard Class
2958,CA-2017-168900,2017-05-04,2017-05-09,Standard Class
2959,CA-2015-158456,2015-12-24,2015-12-29,Standard Class
2960,CA-2015-158456,2015-12-24,2015-12-29,Standard Class
2961,CA-2017-143665,2017-04-26,2017-05-01,Standard Class
2962,CA-2017-143665,2017-04-26,2017-05-01,Standard Class
2963,CA-2017-137428,2017-12-16,2017-12-21,Second Class
2964,CA-2017-137428,2017-12-16,2017-12-21,Second Class
2965,CA-2017-137428,2017-12-16,2017-12-21,Second Class
2966,CA-2017-137428,2017-12-16,2017-12-21,Second Class
2967,CA-2014-162866,2014-12-27,2014-12-31,Standard Class
2968,CA-2014-162866,2014-12-27,2014-12-31,Standard Class
2969,CA-2017-167941,2017-11-06,2017-11-09,Second Class
2970,CA-2017-167941,2017-11-06,2017-11-09,Second Class
2971,CA-2017-167941,2017-11-06,2017-11-09,Second Class
2972,CA-2017-167941,2017-11-06,2017-11-09,Second Class
2973,CA-2017-167941,2017-11-06,2017-11-09,Second Class
2974,CA-2017-111808,2017-12-16,2017-12-20,Standard Class
2975,CA-2015-137512,2015-05-07,2015-05-12,Standard Class
2976,CA-2015-137512,2015-05-07,2015-05-12,Standard Class
2977,CA-2017-139773,2017-12-04,2017-12-04,Same Day
2978,CA-2017-134607,2017-10-03,2017-10-08,Second Class
2979,CA-2014-109232,2014-01-13,2014-01-16,Second Class
2980,CA-2015-139850,2015-06-12,2015-06-17,Standard Class
2981,CA-2015-139850,2015-06-12,2015-06-17,Standard Class
2982,CA-2014-131310,2014-07-12,2014-07-18,Standard Class
2983,CA-2014-131310,2014-07-12,2014-07-18,Standard Class
2984,US-2014-112872,2014-12-06,2014-12-11,Second Class
2985,US-2014-112872,2014-12-06,2014-12-11,Second Class
2986,CA-2016-139269,2016-05-25,2016-05-30,Standard Class
2987,CA-2016-139269,2016-05-25,2016-05-30,Standard Class
2988,CA-2016-139269,2016-05-25,2016-05-30,Standard Class
2989,CA-2016-139010,2016-02-21,2016-02-26,Second Class
2990,CA-2016-139010,2016-02-21,2016-02-26,Second Class
2991,CA-2016-139010,2016-02-21,2016-02-26,Second Class
2992,CA-2016-139010,2016-02-21,2016-02-26,Second Class
2993,CA-2016-134376,2016-10-02,2016-10-06,Standard Class
2994,CA-2017-147291,2017-03-11,2017-03-17,Standard Class
2995,CA-2016-112893,2016-09-09,2016-09-13,Second Class
2996,US-2014-150532,2014-07-14,2014-07-21,Standard Class
2997,CA-2014-138317,2014-06-21,2014-06-25,Standard Class
2998,CA-2014-138317,2014-06-21,2014-06-25,Standard Class
2999,CA-2014-138317,2014-06-21,2014-06-25,Standard Class
3000,CA-2014-138317,2014-06-21,2014-06-25,Standard Class
